TİCARİ BM;BÖLGE;ÜTE;DEPO GRUBU;DEPO ŞUBESİ;GLN;ECZANE ADI;İLÇE;İL;BARKOD;ÜRÜN ADI;ADET;MF
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546578092;AspiNatura Cough SYRU SACH 10ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546340057;Bepanjel GEL TUBE 50g TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546358786;Bepanthol Derma Nem & Besleyici SPF 25 Güneş Koruyuculu Günlük Yüz Bakım Kr 50ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546358779;Bepanthol Derma Yoğun Nemlendirici Gece Bakım Kremi 50ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001294916;Elif;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001686490;İntepe;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001686490;İntepe;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001686490;İntepe;Kadıköy;İstanbul;8699546358786;Bepanthol Derma Nem & Besleyici SPF 25 Güneş Koruyuculu Günlük Yüz Bakım Kr 50ML;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001686490;İntepe;Kadıköy;İstanbul;8699546578085;ASPINATURA Cough Syrup 120ml Bottle;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546485260;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 400ml TR;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;1;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546358625;Bepanthol Cilt Bakım Kremi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;80;10
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546090396;Supradyn CoQ10 FCT 30 Film Kaplı Tablet;20;2
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546094134;Supradyn Focus TAFI BT 30 TR;10;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;İskoop;İskoop;8680001285013;Efes;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;12;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546090396;Supradyn CoQ10 FCT 30 Film Kaplı Tablet;120;24
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546020386;Supradyn 30 Effervesan Tablet ;7;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546020393;Supradyn 15 Effervesan Tablet ;2;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546370412;Bepanthol Onarıcı Bakım Merhemi 50gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546370580;Bepanthol Onarıcı Bakım Merhemi 30gr.;60;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546350230;BepantholSensiderm Kaşıntı Giderici Krem 50g.;40;6
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;3;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546485260;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 400ml TR;3;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546358700;Bepanthol SensiDaily 400ml Vücut Kremi (Pompalı);3;0
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;As Ecza;Sancaktepe;8680001597178;Jülide;Kadıköy;İstanbul;8699546370399;Bepanthol Baby Pişik Önleyici Merhem 30gr.;15;1
İsa Camgöz;ECZANE IST AND 1;DİLARA BAĞCIOĞLU;AH Marmara;Pendik;8680001282265;Yalvaç;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;36;3
